999,Date,BTC,ETH,XRP,USDT,BCH,LTC,EOS,BNB,BSV,XTZ,XLM,TRX,ADA,ATOM,LEO,XMR,HT,LINK,NEO,DASH,ETC,MIOTA,CRO,USDC,STO,TAGZ5,MIN,INNBCL,HEX,ACA,COMP,VET,VEST,XEM,DOT,YFI,WBTC,BUSD,DAI,FIL,ALGO,REV,THETA,UNI,AAVE,DOGE,SNX,EGLD,AVAX,SOL,LUNA,KLAY,BTT,SHIB,ICP,MATIC,FTT,UST
,2021-02-16,49199.87,1781.07,0.5208,1.00,707.29,210.55,4.65,130.06,236.85,,0.4866,,0.871,25.19,,221.28,,31.97,,,,,,1.00,,,,,,,,,,,30.16,,49110.09,,,,,,,20.46,431.53,0.05352,,,,,,,,,,,,
,2021-02-17,52149.01,1848.46,0.5355,1.00,716.70,236.97,4.84,164.67,244.37,,0.497,,0.8909,23.86,,271.00,,32.26,,,,,,0.9998,,,,,,,,,,,31.99,,52193.26,,,,,,,21.49,449.60,0.04938,,,,,,,,,,,,
,2021-02-18,51679.80,1937.45,0.5324,1.00,705.99,226.87,4.84,195.93,240.54,,0.4975,,0.9141,23.14,,262.19,,32.44,,,,,,1.00,,,,,,,,,,,31.18,,51684.30,,,,,,,21.16,440.51,0.05954,,,,,,,,,,,,
,2021-02-19,55888.13,1960.16,0.567,1.00,720.82,236.68,5.24,332.62,,,0.5136,,0.9276,22.87,,283.48,25.91,34.72,,,,,,1.00,,,,,,,,,,,34.79,,55759.78,,,,,,,20.07,422.24,0.05514,,,,,,,,,,,,
,2021-02-20,56099.52,1919.53,0.5175,1.00,682.18,227.62,4.87,255.95,,,0.488,,1.12,21.76,,256.04,,34.11,,,,,,0.9999,,,,,,,,,,0.5088,39.24,,55937.40,,,,,,,29.14,442.02,0.05438,,,,,,,,,,,,
,2021-02-21,57539.94,1935.60,0.5486,1.00,707.59,227.23,5.11,293.92,,,0.4988,,1.10,21.59,,,25.34,34.15,,,,,,0.9999,,,,,,,,,,0.5665,39.70,,57557.97,,,,,,,28.83,435.85,0.05598,,,,,,,,,,,,
,2021-02-22,54207.32,1781.99,0.5717,1.00,630.35,208.11,4.71,267.51,,,0.467,,1.10,21.31,,,,31.53,,,,,0.2203,1.00,,,,,,,,,,0.6963,37.69,,54191.46,,,,,,,27.72,400.88,0.05373,,,,,,,,,,,,
,2021-02-23,48824.43,1570.20,0.4736,1.00,513.19,176.93,,230.99,,,0.3865,,0.9547,20.13,,219.53,,25.80,,,,,,1.00,,,,,,,,,,0.5362,34.30,,48617.61,,,,,,,24.58,359.50,0.04739,,,,15.20,,,,,,,,
,2021-02-24,49705.33,1626.58,0.4718,1.00,527.04,181.38,,254.36,,,0.4072,,1.05,19.50,,,,28.09,,,,,0.1601,1.00,,,,,,,,,,0.5346,33.63,,49437.06,,,,,,,25.26,367.23,0.05656,,,,17.30,,,,,,,,
,2021-02-25,47093.85,1475.70,0.4345,1.00,496.91,178.90,,233.89,,,0.3813,,1.08,17.76,,,,24.67,,,,,0.1555,1.00,,,,,,,,,,0.4953,31.08,,47041.73,,,,,,,23.27,337.50,0.05017,,,,13.82,,,,,,,,
,2021-02-26,46339.76,1446.03,0.4279,1,484.51,170.40,,221.68,,,0.4007,,1.24,18.82,,204.10,,25.19,,,,,0.155,1,,,,,,,,,,0.5166,31.35,,46178.60,,,,,,,23.07,323.11,0.05048,,,,,,,,,,,,
,2021-02-27,46188.45,1459.97,0.4378,1.00,483.75,172.10,,225.25,,,0.4415,,1.32,19.17,,209.31,,26.24,,,,,0.1512,1.00,,,,,,,,,,0.5816,33.45,,45958.59,,,,,,,23.45,334.36,0.05008,,,,,,,,,,,,
,2021-02-28,45137.77,1416.05,0.415,1.00,459.91,164.93,,209.57,,,0.4067,,1.31,17.62,,217.99,,24.66,,,,,,1.00,,,,,,,,,,0.6041,33.61,,45290.68,,,,,,,22.19,344.87,0.04805,,,,13.09,,,,,,,,
,2021-03-01,49631.24,1564.71,0.4472,1.00,500.95,175.24,,254.63,,,0.4303,,1.29,18.61,,230.23,,27.61,,,,,,0.9998,,,,,,,,,,0.6626,35.58,,49528.86,,,,,,,25.44,385.42,0.0506,,,,14.96,,,,,,,,
,2021-03-02,48378.99,1492.61,0.4368,1.00,517.01,177.87,,239.52,,,0.4196,,1.23,18.82,,220.96,,28.51,,,,,,1.00,,,,,,,,,,0.7729,36.15,,48205.64,,,,,,3.75,25.61,390.93,0.05026,,,,,,,,,,,,
,2021-03-03,50538.24,1575.85,0.4503,1.00,523.58,188.53,,241.09,,,0.4221,,1.22,21.44,,219.83,,29.99,,,,,,1.00,,,,,,,,,,0.7953,37.04,,50582.25,,,,,,4.00,25.47,396.31,0.05059,,,,,,,,,,,,
,2021-03-04,48561.17,1541.91,0.4866,1.00,506.87,181.08,,229.95,,,0.4132,,1.11,18.92,,217.37,,27.72,,,,,,1.00,,,,,,,,,,0.6985,35.33,,48463.64,,,,,,4.48,28.26,374.57,0.05005,,,,,,,,,,,,
,2021-03-05,48927.30,1533.27,0.4581,1.00,498.99,180.77,,226.37,,,0.4062,,1.17,18.69,,,,27.88,,,,1.33,,1.00,,,,,,,,,,0.726,33.72,,48602.87,,,,,,4.15,28.35,367.13,0.04961,,,,,,,,,,,,
,2021-03-06,48912.38,1654.74,0.4651,1.00,501.21,182.98,,226.67,,,0.4033,,1.13,18.93,,,,28.17,,,,,0.1543,0.9999,,,,,,,,,,0.7432,33.43,,48975.89,,,,,,4.14,28.48,382.02,0.05098,,,,,,,,,,,,
,2021-03-07,51206.69,1723.15,0.4669,1.00,516.17,190.76,,240.18,,,0.4128,,1.13,19.49,,,,28.55,,,,,0.1598,1,,,,,,,,,,0.7082,35.19,,51406.18,,,,,,4.34,34.28,407.15,0.05212,,,,,,,,,,,,
,2021-03-08,52246.52,1834.73,0.4736,1.00,529.00,191.93,,240.32,,,0.4175,,1.12,19.36,,,,31.70,,,,,,1,,,,,,,,0.0654,,0.7084,34.91,,52028.68,,,,,,4.91,33.29,430.63,0.06195,,,,,,,,,,,,
,2021-03-09,54824.12,1868.05,0.486,1.00,545.03,203.64,,293.46,,,0.4327,,1.20,21.13,,,,31.50,,,,,,1.00,,,,,,,,,,0.7009,38.19,,54635.77,,,,,,5.38,32.86,439.33,0.058,,,,,11.71,,,,,,,
,2021-03-10,56008.55,1799.17,0.4632,1.00,546.84,200.52,,279.36,,,0.4108,,1.14,19.64,,,,29.95,,,,,,1.00,,,,,,,,,,0.6088,37.57,,56132.18,,,,,,6.56,30.97,408.26,0.056,,,,,11.15,,,,,,,
,2021-03-11,57805.12,1826.19,0.453,1.00,549.78,201.25,,289.79,,,0.4059,,1.12,,,,,30.08,,,,,0.1903,1.00,,,,,,,,0.06728,,0.5871,36.88,,57778.80,,,,,,7.00,31.03,403.51,0.05592,,,,,,,,,,,,
,2021-03-12,57332.09,1772.10,0.4411,1.00,539.22,220.83,,263.69,,,0.3879,,1.04,,,,,28.46,,,,,0.1904,1.00,,,,,,,,0.0659,,,35.99,,57230.42,,,,,,6.97,31.01,374.71,0.05535,,,,,14.16,,,,,,,
,2021-03-13,61243.08,1924.69,0.4599,0.9998,596.23,226.58,,276.10,,,0.4083,,1.10,,,,,29.78,,,,,0.1983,1.00,,,,,,,,0.06759,,,37.16,,61086.44,,,,,,6.84,32.53,405.39,0.06243,,,,,14.59,,,,,,,
,2021-03-14,59302.32,1854.56,0.4421,0.9998,557.76,215.30,,264.64,,,0.3915,,1.06,,,,,28.79,,,,,0.186,1,,,,,,,,0.06663,,,36.58,,59399.41,,,,,,7.39,30.80,381.08,0.05859,,,,,15.87,,,,,,,
,2021-03-15,55907.20,1791.70,0.4376,1.00,523.93,201.26,,254.66,,,0.3855,,1.03,,,,,27.49,,,,,0.1753,1.00,,,,,,,,0.07876,,,34.36,,55848.68,,,,,,6.76,29.82,369.02,0.05709,,,,,16.34,,,,,,,
,2021-03-16,56804.90,1806.97,0.4626,1.00,528.16,201.04,,258.10,,,0.3957,,1.24,,,,,27.92,,,,,0.194,1,,,,,,,,0.07438,,,35.43,,56518.73,,,,,,7.01,29.93,371.22,0.05861,,,,,19.88,,,,,,,
,2021-03-17,58870.89,1823.45,0.4724,0.9991,540.85,206.07,,269.85,,,0.4047,,1.38,,,,,31.01,,,,,0.1974,0.9989,,,,,,,,0.07663,,,36.14,,58921.40,,,89.27,,,7.84,31.34,,0.05765,,,,,18.59,,,,,,,
,2021-03-18,57858.92,1782.86,0.4729,1.00,529.76,200.54,,261.70,,,0.3976,,1.24,,,,,29.50,,,,,0.2216,1.00,,,,,,,,0.07777,,,35.52,,57878.70,,,79.69,,,8.46,30.03,,0.05738,,,,,19.01,,,,,,,
,2021-03-19,58346.65,1817.62,0.4712,1.00,535.14,201.06,,264.06,,,0.3983,,1.30,,,,,29.91,,,,,0.2432,1.00,,,,,,,,0.08134,,,38.27,,58265.00,,,83.32,,,8.25,33.26,,0.05833,,,,,20.01,,,,,,,
,2021-03-20,58313.64,1812.63,0.527,1.00,539.14,200.81,,264.74,,,0.4175,,1.21,,,,,29.68,,,,,0.2172,1.00,,,,,,,,0.08937,,,37.35,,58320.95,,,82.45,,,8.35,32.20,,0.05896,,,,,20.89,,,,,,,
,2021-03-21,57523.42,1788.22,0.5198,1.00,526.56,196.43,,264.89,,,0.405,,1.19,,,,,29.27,,,,,0.2225,1.00,,,,,,,,0.0941,,,36.79,,57493.49,,,81.00,,,9.60,32.68,,0.05723,,,,,21.98,,,,,,,
,2021-03-22,54529.15,1691.33,0.5499,1.00,513.34,187.08,,255.90,,,0.3967,,1.11,,,,,27.40,,,,,0.2169,1.00,,,,,,,,0.08889,,,35.54,,54507.57,,,76.78,,,10.13,32.96,,0.05496,,,,,19.43,,,,,,,
,2021-03-23,54738.94,1678.65,0.5566,1.00,516.25,187.39,,255.69,,,0.4001,,1.12,,,,,26.92,,,,,0.2146,1.00,,,,,,,,0.08345,,,34.46,,54722.18,,,82.45,,,12.91,31.10,,0.05356,,,,,17.05,,,,,,,
,2021-03-24,52774.26,1593.41,0.4888,1.00,480.12,177.65,,249.85,,,0.3686,,1.08,,,,,25.05,,,,,0.2187,1.00,,,,,,,,0.08535,,,30.44,,52814.37,,,86.37,,,11.40,27.60,,0.0517,,,,,16.69,,,,,,,
,2021-03-25,51704.16,1595.36,0.5175,1.00,478.29,173.06,,234.89,,,0.3659,,1.10,,,,,25.70,,,,,0.2066,1.00,,,,,,,,,,,29.98,,51704.32,,,90.84,,,13.17,26.68,,0.05145,,,,,16.45,2.83,,,,,,
,2021-03-26,55137.31,1702.84,0.5671,1.00,509.02,184.28,,255.10,,,0.3875,,1.21,,,,,27.40,,,,,,1.00,,,,,,,,0.08999,,,33.20,,55028.76,,,124.07,,,12.73,28.97,,0.05395,,,,,18.53,3.29,,,,,,
,2021-03-27,55973.51,1716.49,0.5504,1.00,503.66,184.83,,269.10,,,0.3847,,1.18,,,,,26.88,,,,,,1.00,,,,,,,,0.08911,,,32.66,,55962.30,,,133.18,,,11.88,28.13,,0.05438,,,,,18.75,3.41,,,,,,
,2021-03-28,55950.75,1691.36,0.5508,1.00,501.00,185.03,,269.19,,,0.3993,,1.19,,,,,26.70,,,,,,1.00,,,,,,,,0.09121,,,32.30,,55948.61,,,125.45,,,12.94,27.84,,0.0537,,,,,18.59,3.72,,,,,,
,2021-03-29,57750.20,1819.68,0.5679,0.9998,520.64,194.47,,275.21,,,0.4079,,1.20,,,,,28.05,,,,,,1.00,,,,,,,,0.09209,,,34.37,,57659.20,,,127.53,,,13.14,29.12,,0.05405,,,,,18.90,4.26,,,,,,
,2021-03-30,58917.69,1846.03,0.5669,1.00,527.70,196.68,,311.43,,,0.4059,,1.21,,,,,27.90,,,,,,1.00,,,,,,,,0.08969,,,34.07,,58864.74,,,149.66,,,12.98,28.49,,0.0539,,,,,18.67,4.25,,,,,,
,2021-03-31,58918.83,1918.36,0.5739,1.00,543.24,197.50,,302.06,,,0.4109,0.09231,1.19,,,,,29.35,,,,,,0.9996,,,,,,,,,,,37.03,,59067.01,,,191.36,,,12.37,27.99,,0.05366,,,,,18.70,4.11,,,,,,
,2021-04-01,59095.81,1977.28,0.5793,1.00,561.66,204.11,,335.21,,,0.4325,0.08612,1.19,,,,,30.23,,,,,,1.00,,,,,,,,,,,37.67,,59071.53,,,188.18,,,11.60,28.74,,0.06199,,,,,18.52,4.08,,,,,,
,2021-04-02,59384.31,2143.23,0.6166,1.00,585.71,213.23,,339.01,,,0.4466,,1.20,,,,,32.53,,,,,,1.00,,,,,,,,,,,41.16,,59351.16,,,171.98,,,11.78,30.18,,0.05766,,,,,18.57,4.04,0.007166,,,,,
,2021-04-03,57603.89,2028.42,0.5909,1.00,536.68,197.15,,323.13,,,0.4181,0.1021,1.17,,,,,29.53,,,,,,1.00,,,,,,,,,,,41.65,,57611.91,,,178.85,,,11.54,29.55,,0.0558,,,,,,3.76,0.007262,,,,,
,2021-04-04,58758.56,2093.12,0.6467,1.00,566.51,204.04,,351.62,,,0.4378,0.1294,1.19,,,,,30.96,,,,,,1.00,,,,,,,,,,,44.65,,58592.26,,,183.78,,,11.92,31.07,,0.0574,,,,,,3.82,0.01068,,,,,
,2021-04-05,59057.88,2107.89,0.9205,1.00,648.56,221.07,,367.77,,,0.5364,0.1367,1.21,,,,,32.40,,,,,,1.00,,,,,,,,,,,45.80,,58570.26,,,176.78,,,11.61,30.79,,0.0597,,,,,17.56,3.31,,,,,,
,2021-04-06,58192.36,2118.38,1.10,1.00,667.75,237.66,,403.59,,,0.5427,0.1244,1.26,,,,,34.80,,,,,,1.00,,,,,,,,0.1127,,,43.43,,58027.45,,,166.03,,,11.73,31.32,,0.06446,,,,,,3.50,,,,,,
,2021-04-07,56048.94,1971.08,0.9176,1.00,618.60,219.42,,374.66,,,0.4733,0.1103,1.18,,,,,31.18,,,,,,1.00,,,,,,,,,,,39.59,,56272.28,,,156.49,,,12.31,28.59,,0.05903,,,,26.48,,3.21,,,,,,
,2021-04-08,58323.95,2088.57,1.05,1.00,647.56,227.00,,418.04,,,0.5068,0.1231,1.22,,,,,32.74,,,,,,1.00,,,,,,,,0.1172,,,41.37,,58232.91,,,154.60,,,12.90,30.22,,0.06146,,,,,,3.25,,,,,,
,2021-04-09,58245.00,2072.11,1.02,1.00,635.71,221.86,,453.18,,,0.4864,0.1159,1.20,,,,,31.63,,,,,,1.00,,,,,,,,0.1266,,,40.85,,58269.93,,,172.52,,,12.65,29.56,,0.06168,,,,,,3.25,,,,,,
,2021-04-10,59793.24,2135.94,1.37,1.00,673.96,255.62,,472.56,,,0.5618,0.126,1.22,,,,,31.90,,,,,,1.00,,,,,,,,0.1426,,,41.63,,59746.69,,,174.76,,,12.38,29.79,,0.06384,,,,,,3.07,,,,,,
,2021-04-11,60204.96,2157.66,1.36,1.00,696.61,253.63,,525.39,,,0.5888,0.1224,1.27,,,,,33.92,,,,,,1.00,,,,,,,,0.1397,,,41.42,,60154.70,,,179.18,,,12.23,29.98,,0.07465,,,,27.93,,,,,,,,
,2021-04-12,59893.45,2139.35,1.47,0.9999,674.79,244.49,,598.72,,,0.5906,0.129,1.32,,,,,33.11,,,,,,1.00,,,,,,,,0.1289,,,40.50,,59927.62,,,168.18,,,12.12,36.75,,0.07077,,,,28.51,,,,,,,,
,2021-04-13,63503.46,2299.19,1.79,0.9993,746.87,266.98,,549.59,,,0.6554,0.1463,1.41,,,,,35.46,,,,,,0.9995,,,,,,,,0.153,,,42.95,,63436.58,,,163.97,,,12.40,35.32,,0.09344,,,,27.44,,,,,,,,
,2021-04-14,63109.70,2435.11,1.84,1.00,818.70,279.75,7.68,549.59,,,0.6367,0.1407,1.46,,,,,41.42,,,,,,1.00,,,,,,,,0.1687,,,42.64,,63127.86,,,168.19,,,12.20,36.15,,0.1215,,,,,,,,,,,,
,2021-04-15,63314.01,2519.12,1.77,1.00,868.16,286.59,7.89,542.63,,,0.641,0.1646,1.48,,,,,42.75,,,,,,1.00,,,,,,,,0.1766,,,43.52,,63187.94,,,171.22,,,12.61,37.85,,0.1822,,,,,,,,,,,,
,2021-04-16,61572.79,2431.95,1.56,1.00,1110.65,310.61,,510.22,441.39,,0.6133,0.1621,1.42,,,,,42.10,,,,,,1.00,,,,,,,,0.2381,,,41.54,,61647.08,,,183.25,,,14.28,36.28,,0.3659,,,,,,,,,,,,
,2021-04-17,60683.82,2344.89,1.56,1.01,1006.32,304.76,7.88,520.42,,,0.5993,0.1574,1.38,,,,,40.37,,,,,,1.01,,,,,,,,0.2276,,,42.54,,60753.67,,,182.69,,,13.41,35.10,,0.2842,,,,,,,,,,,,
,2021-04-18,56216.19,2237.14,1.41,1.00,965.68,273.10,,481.03,,,0.5447,0.1429,1.28,,,,,39.07,,,,,,1.00,,,,,,,,0.2546,,,37.35,,56190.56,,,156.31,,,11.76,31.75,,0.3205,,,,32.30,,,,,,,,
,2021-04-19,55724.27,2166.19,1.32,0.9999,894.13,261.92,,505.09,,,0.5012,0.1302,1.20,,,,,35.88,,,,,,1,,,,,,,,0.2293,,,34.82,,55744.01,,,154.86,,,10.82,31.45,,0.4073,,,,31.68,,,,,,,,
,2021-04-20,56473.03,2330.21,1.38,0.9999,940.99,260.94,,587.03,,,0.5279,0.133,1.27,,,,,38.95,,,,,,1.00,,,,,,,,0.252,,,35.44,,56477.14,,,153.70,,,11.74,31.96,,0.3195,,,,31.77,,,,,,,,
,2021-04-21,53906.09,2364.75,1.30,0.9999,913.91,258.81,,546.02,,,0.4921,0.1231,1.21,,,,,36.44,,,,,,1.00,,,,,,,,0.2272,,,33.87,,54024.75,,,148.28,,,11.06,33.60,,0.3069,,,,32.51,,,,,,,,
,2021-04-22,51762.27,2403.54,1.16,1.00,854.08,253.08,,506.01,,,0.4503,0.1101,1.15,,,,,35.23,,,,,,1.00,,,,,,,,0.1908,,,32.99,,51667.88,,,145.83,,,9.94,34.13,,0.261,,,,38.88,,,,,,,,
,2021-04-23,51093.65,2363.59,1.17,1.00,838.85,241.36,,526.57,,,0.4509,0.109,1.16,,,,,35.06,,,,,,1,,,,,,,,0.2013,,,32.23,,51133.24,,,138.89,,,9.94,32.88,,0.2485,,,,36.98,,,,,,,,
,2021-04-24,50050.87,2211.63,1.05,0.9999,769.18,224.84,,496.42,,,0.4257,0.1027,1.10,,,,,31.13,,,,,,1.00,,,,,,,,0.1783,,,28.93,,50092.58,,,133.54,,,8.65,30.12,,0.2702,,,,40.74,,,,,,,,
,2021-04-25,49004.25,2316.06,1.03,0.9999,757.71,223.63,,505.08,,,0.4164,0.1015,1.09,,,,,31.54,,,,,,1.00,,,,,,,,0.1678,,,29.76,,49134.73,,,133.93,,,9.15,33.89,,0.2511,,,,47.37,,,,,,,,
,2021-04-26,54021.75,2534.48,1.37,1.00,849.47,247.41,,534.58,,,0.4856,0.1173,1.23,,,,,35.14,,,,,,1,,,,,,,,0.1889,,,33.41,,54092.55,,,154.29,,,10.75,37.95,,0.2707,,,,43.98,,,,,,,,
,2021-04-27,55033.12,2662.87,1.40,1.00,887.86,259.65,,568.47,,,0.5095,0.1258,1.31,,,,,36.81,,,,,,0.9999,,,,,,,,0.2089,,,34.70,,55047.09,,,152.29,,,11.26,39.61,,0.2722,,,,43.24,,,,,,,,
,2021-04-28,54824.70,2746.38,1.36,1.00,909.85,258.51,,562.63,,,0.4973,0.1227,1.34,,,,,36.22,,,,,,1.00,,,,,,,,0.1986,,,33.97,,54830.59,,,150.94,,,11.06,42.80,,0.3237,,,,44.83,,,,,,,,
,2021-04-29,53555.11,2756.88,1.40,1,880.67,255.59,,599.71,,,0.4918,0.1213,1.31,,,,,36.45,,,,,,1.00,,,,,,,,0.1914,,,35.97,,53647.60,,,149.80,,,10.91,41.03,,0.3052,,,,42.46,,,,,,,,
,2021-04-30,57750.18,2773.21,1.59,1.00,993.43,271.17,,624.08,,,0.5295,0.1322,1.35,,,,,38.13,,,,,,0.9998,,,,,,,,0.2011,,,36.54,,57880.63,,,163.89,,,11.19,40.70,,0.3376,,,,42.96,,,,,,,,
,2021-05-01,57828.05,2945.89,1.65,1.00,1005.08,276.83,,619.35,,,0.5398,0.1311,1.35,,,,,41.12,,,,,,1.00,,,,,,,,0.2042,,,36.93,,57790.95,,,164.38,,,11.47,40.20,,0.393,,,,49.51,,,,,,,,
,2021-05-02,56631.08,2952.06,1.56,1.00,974.66,269.10,,622.10,,,0.5595,0.1277,1.33,,,,,39.50,,,,,,0.9999,,,,,,,,0.216,,,36.65,,56381.79,,,162.58,,,10.96,42.33,,0.376,,,,46.89,,,,,,,,
,2021-05-03,57200.29,3431.09,1.56,1.00,1017.30,294.70,,675.68,,,0.5521,0.1316,1.36,,,,,42.06,,,,,,1.00,,,,,,,,0.2108,,,37.26,,57419.66,,,160.31,,,11.47,42.32,,0.4417,,,,45.93,,,,,,,,
,2021-05-04,53333.54,3253.63,1.39,1,955.18,306.23,,611.20,,,0.5033,0.1194,1.27,,,,,45.69,,,,,,1.00,,,,,,,,0.1886,,,34.85,,53304.36,,,140.92,,,10.22,43.16,,0.5413,,,,42.73,,,,,,,,
,2021-05-05,57424.01,3522.78,1.61,0.9999,1454.94,356.04,,651.66,,,0.6034,0.1464,1.48,,,,,49.43,,,94.27,,,1.00,,,,,,,,0.2073,,,40.50,,,,,152.31,,,10.99,42.50,,0.6576,,,,44.92,,,,,,,,
,2021-05-06,56396.51,3490.88,1.60,1.00,1505.77,353.51,11.43,633.28,,,0.651,0.1518,1.65,,,,,47.13,,,134.10,,,1.00,,,,,,,,0.2153,,,41.53,,,,,,,,10.87,40.22,,0.5808,,,,43.46,,,,,,,,
,2021-05-07,57356.40,3484.73,1.58,1.00,1343.25,346.25,,624.56,,,0.6304,0.1477,1.65,,,,,49.31,,,120.13,,,1.00,,,,,,,,0.2308,,,39.93,,,,,150.43,,,11.54,39.78,,0.6848,,,,43.16,,,,,,,,
,2021-05-08,58803.78,3902.65,1.56,1.00,1402.37,346.37,,646.10,,,0.6166,0.1431,1.62,,,,,48.61,,,126.49,,,1.00,,,,,,,,0.2233,,,39.83,,,,,148.02,,,12.34,40.41,,0.6364,,,,45.56,,,,,,,,
,2021-05-09,58232.32,3928.84,1.54,1.00,1428.53,386.45,,662.23,,,0.6286,0.1429,1.77,,,,,52.20,,,117.38,,,1.00,,,,,,,,0.2338,,,40.31,,,,,146.42,,,11.95,39.43,,0.5701,,,,44.33,,,,,,,,
,2021-05-10,55859.80,3952.29,1.39,1.00,1321.40,359.33,,631.35,,,0.6596,,1.64,,,,,46.47,,,105.03,,,1.00,,,,,,,,0.2028,,,36.54,,56110.16,,,,,,10.50,36.39,,0.45,,,,42.91,,,,0.00003503,,,,
,2021-05-11,56704.57,4168.70,1.48,1,1542.43,377.39,14.37,672.33,,,0.73,,1.76,,,,,48.75,,,111.14,,,1.00,,,,,,,,0.2128,,,38.64,,,,,,,,,38.49,,0.4952,,,,44.58,,,,0.00003062,364.79,,,
,2021-05-12,49150.53,3785.85,1.25,1,1209.81,303.08,10.28,588.19,,,0.5887,,1.55,,,,,41.03,,,82.76,,,1.00,,,,,,,,0.1646,,,34.03,,,,,,,,9.04,36.04,,0.3854,,,,42.46,,,,,255.49,,,
,2021-05-13,49716.19,3715.15,1.36,0.9999,1251.69,316.91,10.65,571.43,,,0.6442,,1.93,,,,,43.09,,,87.77,,,0.9998,,,,,,,,0.1821,,,40.03,,,,,,,,9.78,37.37,,0.4904,,,,41.00,,,,,300.02,,,
,2021-05-14,49880.53,4079.06,1.40,1,1298.66,326.23,11.18,603.13,,,0.668,,2.00,,,,,46.55,,,104.12,,,1,,,,,,,,0.1867,,,47.95,,,,,,,,10.00,40.33,,0.5596,,,,42.72,,,,,304.19,,,
,2021-05-15,46760.19,3638.12,1.49,0.9998,1170.35,299.77,10.23,563.04,,,0.6762,,2.17,,,,,41.50,,,95.17,,,1.00,,,,,,,,0.1721,,,43.54,,,,,,,,,36.58,,0.508,,,,43.46,,,,,246.02,1.61,,
,2021-05-16,46456.06,3587.51,1.45,1,1168.73,296.63,10.12,562.83,,,0.7143,,2.31,,,,,40.74,,,93.79,,,1.00,,,,,,,,0.1767,,,42.63,,,,,,,,,36.56,,0.5149,,,,47.20,,,,,225.09,1.71,,
,2021-05-17,43537.51,3282.40,1.50,0.9998,1068.66,281.77,,511.96,,,0.6456,,2.03,,,,,37.19,,,89.94,,,1.00,,,,,,,,0.158,,,38.71,,,,,,,,9.69,33.29,,0.4879,,,,46.86,,,,,195.95,1.73,,
,2021-05-18,42909.40,3380.07,1.59,1.00,1091.55,294.62,,508.02,,,0.6471,,2.00,,,,,42.55,,,88.68,,,1.00,,,,,,,,0.1621,,,40.65,,,,,,,,9.79,35.07,,0.4761,,,,55.91,,,,,164.36,2.45,,
,2021-05-19,37002.44,2460.68,1.07,1.00,706.80,189.52,,339.03,,,0.4504,,1.48,,,,,26.70,,,60.12,,,0.9999,,,,,,,,0.1077,,,25.23,,,0.9998,,,,,,23.43,,0.3331,,,,35.11,,,,,124.28,1.66,,
,2021-05-20,40782.74,2784.29,1.19,1.00,821.60,212.28,,393.61,,,0.4976,,1.81,,,,,30.78,,,74.06,,,0.9999,,,,,,,,0.1318,,,29.15,,,0.9998,,,,,,26.39,,0.4002,,,,44.74,,,,,165.56,1.84,,
,2021-05-21,37304.69,2430.62,1.01,1.00,687.96,180.20,,326.30,,,0.4194,,1.55,,,,,25.58,,,64.05,,,1.00,,,,,,,,0.1087,,,24.46,,,1.00,,,,,,21.90,,0.3594,,,,38.81,,,,,146.15,1.48,,
,2021-05-22,37536.63,2295.71,0.9063,1.00,631.78,169.59,,299.50,,,0.39,,1.46,,,,,23.29,,,,,,1.00,,,,,,,,,,,22.01,,37619.24,1.00,,,,,6.87,20.38,,0.3424,,,,31.32,,,,,145.95,1.19,,
,2021-05-23,34770.58,2109.58,0.797,1.00,556.14,143.52,,262.95,,,0.3678,,1.33,,,,,20.01,,,51.96,,,1.00,,,,,,,,,,,18.03,,34904.08,1.00,,,,,,16.84,,0.3081,,,,24.69,,,,,144.61,1.09,,
,2021-05-24,38705.98,2643.59,0.9928,1.00,748.42,183.99,,345.31,,,0.4397,,1.55,,,,,26.36,,,73.42,,,1.00,,,,,,,,0.112,,,23.20,,,1.00,,,,,,24.63,,0.3662,,,,31.28,,,,,148.16,1.72,,
,2021-05-25,38402.22,2706.63,0.9762,1.00,719.95,183.50,,344.11,,,0.4288,,1.56,,,,,27.63,,,78.24,,,0.9999,,,,,,,,0.1124,,,22.13,,,1.00,,,,,,25.20,,0.3463,,,,30.00,,,,,134.04,1.94,,
,2021-05-26,39294.20,2888.70,1.03,1.00,765.05,199.22,,379.85,,,0.4447,,1.78,,,,,33.98,,,79.93,,,1.00,,,,,,,,0.1331,,,24.55,,,1.00,,,,,,29.37,,0.3537,,,,35.54,,,,,143.42,2.21,,
,2021-05-27,38436.97,2736.49,0.9702,1.00,745.96,193.12,,367.66,,,0.4186,,1.65,,,,,31.51,,,74.31,,,1.00,,,,,,,,0.1233,,,23.85,,,1.00,,,,,,28.37,,0.3329,,,,33.58,,,,,130.81,2.03,,
,2021-05-28,35697.61,2419.91,0.9001,1.00,689.95,177.32,,329.88,,,0.3988,,1.51,,,,,27.95,,,68.36,,,1.00,,,,,,,,0.1083,,,21.41,,,1.00,,,,,,25.92,,0.3112,,,,29.04,,,,,115.77,1.82,,
,2021-05-29,34616.07,2279.51,0.8318,1.00,651.58,163.81,,305.05,,,0.3672,,1.41,,,,,25.40,,,64.28,,,0.9999,,,,,,,,,,,19.86,,34692.25,0.9997,,,,,,23.18,,0.3031,,,,27.38,,,,,110.52,1.70,,
