Date,BTC,ETH,USDT,XRP,LTC,DOT,BCH,ADA,BNB,LINK,USDC,WBTC,BSV,XLM,EOS,XMR,XEM,THETA,TRX,XTZ,VET,UNI,AAVE,DOGE,BUSD,DAI,SNX,ATOM,EGLD,AVAX,HT,CRO,SOL,MIOTA,LUNA,FIL,KLAY,ETC,ICP,MATIC,ALGO,SHIB,UST
2021-01-01,29374.15,730.37,1.00,0.2374,126.23,8.31,341.99,0.1753,37.91,11.87,0.9998,29349.44,163.12,0.1324,2.64,136.05,0.2223,1.97,0.02694,2.01,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,32127.27,774.53,1.00,0.2217,136.94,9.21,354.60,0.1774,38.24,12.22,1.00,32164.80,163.09,0.1278,2.63,143.12,0.2032,2.40,0.02722,2.00,,,,,,,,,,,,,,,,,,,,,,,
2021-01-03,32782.02,975.51,1.00,0.2258,160.19,10.03,421.79,0.205,41.15,13.65,0.9997,33008.13,171.39,0.1364,2.80,138.06,0.2105,2.12,0.02949,,0.02592,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,31971.91,1040.23,1.00,0.2367,154.81,9.47,407.94,0.2248,40.93,13.57,0.9994,31950.11,167.59,0.1652,2.81,133.60,0.2048,1.96,0.03085,2.31,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,33992.43,1100.01,1.00,0.2268,158.59,9.70,419.77,0.2583,41.73,14.54,0.9997,33968.24,168.63,0.1948,2.90,136.83,0.2057,2.13,0.02863,,0.02791,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,36824.36,1207.11,1.00,0.2509,169.02,10.10,454.48,0.3319,42.17,17.16,0.9997,36680.52,179.85,0.3408,3.38,142.32,0.2583,2.18,0.03051,2.62,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,39371.04,1225.68,1.00,0.326,169.62,9.64,449.57,0.3,43.45,16.03,0.9979,39335.31,176.24,0.3158,3.20,143.10,0.2483,1.99,0.03107,2.53,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,40797.61,1224.20,1.00,0.3232,173.28,9.31,441.06,0.3056,42.40,15.29,0.9997,40574.24,180.46,0.3028,3.12,142.53,0.2338,1.99,0.03061,2.46,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,40254.55,1281.08,1.00,0.3269,177.48,9.78,573.91,0.333,43.93,17.61,0.9998,40236.77,284.51,0.3119,3.63,147.57,0.2414,2.04,0.03403,2.64,,,,,,,,,,,,,,,,,,,,,,,
2021-01-10,38356.44,1262.25,1.00,0.3183,171.11,9.31,603.60,0.3049,42.45,16.25,1.00,38332.34,253.71,0.2887,3.09,185.14,0.2356,1.99,0.03293,2.77,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11,35566.66,1090.15,1.00,0.2889,139.25,8.28,479.59,0.2755,38.37,14.56,1,35375.02,191.37,0.2722,2.67,158.58,0.2134,1.82,0.02896,2.33,,,,,,,,,,,,,,,,,,,,,,,
2021-01-12,33922.96,1043.43,1.00,0.2921,132.64,8.26,450.28,0.287,38.11,13.92,1.00,33853.32,188.74,0.2817,2.59,157.78,0.2136,1.82,0.02856,2.29,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,37316.36,1130.74,1.00,0.3056,147.42,10.96,495.78,0.3136,40.14,15.93,0.9998,37305.65,212.44,0.304,2.77,171.80,0.2289,2.11,0.0302,2.50,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,39187.33,1218.45,0.999,0.2954,152.08,14.54,526.33,0.3104,41.79,17.83,1.00,39188.64,220.63,0.3026,2.80,163.11,0.2272,2.18,0.03001,2.54,,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,36825.37,1171.83,0.9998,0.2804,144.24,13.21,492.59,0.3025,40.92,20.71,1.00,36693.60,208.85,0.2849,2.76,157.38,,2.05,0.02979,2.73,,7.36,,,,,,,,,,,,,,,,,,,,,
2021-01-16,36178.14,1233.54,1.00,0.2802,144.27,18.18,490.98,0.3524,43.17,20.22,1.00,36252.40,207.11,0.292,2.78,155.94,,,0.03015,2.88,,8.42,182.93,,,,,,,,,,,,,,,,,,,,
2021-01-17,35791.28,1230.17,1.00,0.2774,142.43,16.98,478.77,0.3799,45.68,23.17,1.00,35895.35,199.10,0.3036,2.76,159.58,,,0.03014,2.97,,8.66,186.26,,,,,,,,,,,,,,,,,,,,
2021-01-18,36630.08,1257.28,1.00,0.2848,152.14,16.51,510.42,0.3714,45.35,22.04,1.00,36615.97,206.43,0.3036,2.81,156.96,,,0.03162,3.03,,9.22,197.66,,,,,,,,,,,,,,,,,,,,
2021-01-19,36069.81,1377.30,1.00,0.2943,153.49,16.47,511.07,0.3691,42.79,20.75,1.00,36143.05,204.72,0.2994,2.80,157.54,0.2457,,0.03079,,,8.64,187.51,,,,,,,,,,,,,,,,,,,,
2021-01-20,35547.75,1382.27,1.00,0.2965,149.93,17.95,499.32,0.3754,42.61,21.85,1,35489.39,200.88,0.2944,2.78,153.03,,,,2.91,0.03468,8.98,193.34,,,,,,,,,,,,,,,,,,,,
2021-01-21,30825.70,1121.57,0.9997,0.2689,130.13,15.94,419.59,0.3102,38.65,18.42,1.00,30795.28,178.36,0.2526,2.55,130.19,0.2125,,0.0277,,,7.60,159.99,,,,,,,,,,,,,,,,,,,,
2021-01-22,33005.76,1236.51,1.00,0.2728,137.27,17.16,441.53,0.3496,40.86,21.63,1.00,32980.39,178.39,0.2705,2.63,135.70,,,0.02864,2.93,,8.72,188.28,,,,,,,,,,,,,,,,,,,,
2021-01-23,32067.64,1230.99,1.00,0.2718,137.75,18.60,431.50,0.3456,40.82,24.76,1.00,32081.56,174.72,0.2698,2.71,138.21,,,0.02919,3.17,,9.30,210.37,,,,,,,,,,,,,,,,,,,,
2021-01-24,32289.38,1391.61,1.00,0.2735,141.48,18.00,440.10,0.3539,41.88,24.70,1.00,32241.80,174.95,0.2716,2.71,137.47,,,0.03002,3.04,,12.05,264.85,,,,,,,,,,,,,,,,,,,,
2021-01-25,32366.39,1324.41,1,0.2691,137.44,17.25,433.80,0.3439,41.62,23.54,1.00,32337.59,181.77,0.2622,2.65,137.20,,,0.02956,2.93,,11.35,249.74,,,,,,,,,,,,,,,,,,,,
2021-01-26,32569.85,1357.06,1.00,0.2688,134.76,17.12,428.04,0.3442,41.69,23.03,1.00,32668.16,174.16,0.2616,2.63,138.11,,2.30,,2.91,,13.84,272.36,,,,,,,,,,,,,,,,,,,,
2021-01-27,30432.55,1253.19,1.00,0.2519,122.95,15.50,378.03,0.3131,40.99,21.07,1.00,30431.75,162.08,0.2391,2.51,126.02,0.2323,,,2.80,,14.83,282.44,,,,,,,,,,,,,,,,,,,,
2021-01-28,33466.10,1332.49,1.00,0.2641,133.49,16.94,405.37,0.3461,42.53,23.11,0.9996,33315.13,170.50,0.2922,2.71,,,,,,,14.20,297.41,0.03408,1.00,1.00,,,,,,,,,,,,,,,,,
2021-01-29,34316.39,1382.52,1.00,0.2822,135.01,16.84,407.50,0.3481,42.85,22.77,1,34312.94,173.02,0.2947,2.73,140.47,,,0.0333,,,15.71,286.90,0.04716,,,,,,,,,,,,,,,,,,,
2021-01-30,34269.52,1376.12,1.00,0.4402,133.40,16.51,414.94,0.3626,44.77,23.59,1.00,34355.65,178.85,0.3249,2.92,139.47,,,0.03203,,,19.46,313.09,0.02818,,,,,,,,,,,,,,,,,,,
2021-01-31,33114.36,1314.99,1.00,0.4923,129.57,16.12,399.77,0.3449,44.28,22.60,1,33085.08,173.86,0.3057,2.91,138.06,,,0.0316,,,17.67,300.06,0.0372,,,,,,,,,,,,,,,,,,,
2021-02-01,33537.18,1369.04,1.00,0.3715,131.95,16.38,414.02,0.402,51.61,22.84,0.9999,33702.03,178.72,0.3218,3.06,143.74,0.2641,,,,,20.42,295.66,0.03487,,,,,,,,,,,,,,,,,,,
2021-02-02,35510.29,1515.19,1.00,0.3693,142.51,17.26,430.15,0.4262,51.06,23.71,1.00,35519.52,180.68,0.3366,3.00,151.55,0.2742,,,,,19.08,301.12,0.03152,,,,,,,,,,,,,,,,,,,
2021-02-03,37472.09,1660.91,1.00,0.3935,155.61,20.73,444.85,0.4414,52.24,25.07,0.9998,37513.78,182.99,0.3422,3.06,154.97,0.2844,,,,,19.77,365.60,0.03712,,,,,,,,,,,,,,,,,,,
2021-02-04,36926.06,1594.76,1.00,0.4464,145.15,19.70,420.82,0.4411,55.93,24.50,0.9997,36990.57,176.57,0.3252,3.02,148.59,0.2649,,,,,20.15,466.48,0.05329,,,,,,,,,,,,,,,,,,,
2021-02-05,38144.31,1718.65,1.00,0.45,154.85,20.90,446.46,0.5379,67.85,26.36,0.9999,38241.69,187.25,0.3496,3.31,155.28,,,,,,21.19,506.77,0.04693,,,23.51,,,,,,,,,,,,,,,,
2021-02-07,38903.44,1614.23,1.00,0.418,151.14,19.79,445.17,0.6632,68.59,24.79,0.9999,38877.48,183.06,0.3835,3.44,,0.3052,,,,,18.69,461.51,0.07878,,,,13.92,,,,,,,,,,,,,,,
2021-02-08,46196.46,1746.62,1.00,0.4477,167.22,23.03,483.70,0.6825,79.83,25.46,0.9998,46403.37,194.01,0.3956,3.58,162.75,,,,,,19.35,490.34,0.07883,,,,14.24,,,,,,,,,,,,,,,
2021-02-09,46481.10,1768.04,1.00,0.472,182.11,23.13,513.53,0.7035,107.90,27.59,1.00,46560.31,225.95,0.3967,4.16,,,,0.04603,,,19.53,488.00,0.07007,,,,,196.02,,,,,,,,,,,,,,
2021-02-10,44918.18,1744.24,1.00,0.5034,182.17,23.59,494.97,0.9303,129.74,26.86,1.00,44846.93,212.10,0.4124,4.13,,0.3707,,,,,20.74,517.97,0.0729,,,,,,55.30,,,,,,,,,,,,,
2021-02-11,47909.33,1783.80,1.00,0.5248,184.50,25.23,529.74,0.9277,124.43,27.87,0.9998,47751.07,225.00,0.4529,4.59,,,,0.05706,,,21.55,518.07,0.06968,,,,17.78,,,,,,,,,,,,,,,
2021-02-12,47504.85,1843.53,1.00,0.6086,197.23,28.69,577.60,0.9256,136.95,30.64,0.9998,47508.24,235.68,0.5278,4.75,,,,0.05532,,,22.75,529.90,0.07007,,,,21.20,,,,,,,,,,,,,,,
2021-02-13,47105.52,1814.11,1.00,0.629,226.23,28.02,663.68,0.9057,133.45,34.10,0.9999,47123.27,263.90,0.5599,5.49,240.56,,,0.05962,,,21.81,494.56,0.06645,,,,,,,,,,,,,,,,,,,
2021-02-14,48717.29,1805.08,1.00,0.5942,214.43,27.10,724.02,0.8484,136.43,33.29,1.00,48696.93,262.40,0.5176,5.10,230.70,,,,,,20.93,471.61,0.06254,,,,19.24,,,,,,,,,,,,,,,
2021-02-15,47945.06,1779.79,1.00,0.5489,207.68,27.78,712.43,0.861,129.57,32.58,1.00,47959.19,238.64,0.4938,4.70,227.51,,,,,,20.06,455.61,0.05659,,,,22.46,,,,,,,,,,,,,,,
2021-02-16,49199.87,1781.07,1.00,0.5208,210.55,30.16,707.29,0.871,130.06,31.97,1.00,49110.09,236.85,0.4866,4.65,221.28,,,,,,20.46,431.53,0.05352,,,,25.19,,,,,,,,,,,,,,,
2021-02-17,52149.01,1848.46,1.00,0.5355,236.97,31.99,716.70,0.8909,164.67,32.26,0.9998,52193.26,244.37,0.497,4.84,271.00,,,,,,21.49,449.60,0.04938,,,,23.86,,,,,,,,,,,,,,,
2021-02-18,51679.80,1937.45,1.00,0.5324,226.87,31.18,705.99,0.9141,195.93,32.44,1.00,51684.30,240.54,0.4975,4.84,262.19,,,,,,21.16,440.51,0.05954,,,,23.14,,,,,,,,,,,,,,,
2021-02-19,55888.13,1960.16,1.00,0.567,236.68,34.79,720.82,0.9276,332.62,34.72,1.00,55759.78,,0.5136,5.24,283.48,,,,,,20.07,422.24,0.05514,,,,22.87,,,25.91,,,,,,,,,,,,
2021-02-20,56099.52,1919.53,1.00,0.5175,227.62,39.24,682.18,1.12,255.95,34.11,0.9999,55937.40,,0.488,4.87,256.04,0.5088,,,,,29.14,442.02,0.05438,,,,21.76,,,,,,,,,,,,,,,
2021-02-21,57539.94,1935.60,1.00,0.5486,227.23,39.70,707.59,1.10,293.92,34.15,0.9999,57557.97,,0.4988,5.11,,0.5665,,,,,28.83,435.85,0.05598,,,,21.59,,,25.34,,,,,,,,,,,,
2021-02-22,54207.32,1781.99,1.00,0.5717,208.11,37.69,630.35,1.10,267.51,31.53,1.00,54191.46,,0.467,4.71,,0.6963,,,,,27.72,400.88,0.05373,,,,21.31,,,,0.2203,,,,,,,,,,,
2021-02-23,48824.43,1570.20,1.00,0.4736,176.93,34.30,513.19,0.9547,230.99,25.80,1.00,48617.61,,0.3865,,219.53,0.5362,,,,,24.58,359.50,0.04739,,,,20.13,,,,,15.20,,,,,,,,,,
2021-02-24,49705.33,1626.58,1.00,0.4718,181.38,33.63,527.04,1.05,254.36,28.09,1.00,49437.06,,0.4072,,,0.5346,,,,,25.26,367.23,0.05656,,,,19.50,,,,0.1601,17.30,,,,,,,,,,
2021-02-25,47093.85,1475.70,1.00,0.4345,178.90,31.08,496.91,1.08,233.89,24.67,1.00,47041.73,,0.3813,,,0.4953,,,,,23.27,337.50,0.05017,,,,17.76,,,,0.1555,13.82,,,,,,,,,,
2021-02-26,46339.76,1446.03,1,0.4279,170.40,31.35,484.51,1.24,221.68,25.19,1,46178.60,,0.4007,,204.10,0.5166,,,,,23.07,323.11,0.05048,,,,18.82,,,,0.155,,,,,,,,,,,
2021-02-27,46188.45,1459.97,1.00,0.4378,172.10,33.45,483.75,1.32,225.25,26.24,1.00,45958.59,,0.4415,,209.31,0.5816,,,,,23.45,334.36,0.05008,,,,19.17,,,,0.1512,,,,,,,,,,,
